Running Forward KL,Itration,Real Sto Return,Running Env Steps,Running Reverse KL,Running Update Time,Real Det Return,Reward Loss,q,clip,folder,episode,environment,seed
23.4931,191,3311.43,955000,11.6468,191,3481.43,-165.52960205078125,1,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_24_q1_seed456,955000,Hopper-v5,456
24.162,192,3291.21,960000,11.5631,192,3468.98,-186.51670837402344,1,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_24_q1_seed456,960000,Hopper-v5,456
25.6041,193,3199.27,965000,14.1038,193,3485.22,-221.3129119873047,1,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_24_q1_seed456,965000,Hopper-v5,456
23.838,194,3348.41,970000,11.2913,194,3467.62,-191.6394805908203,1,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_24_q1_seed456,970000,Hopper-v5,456
26.6628,195,2725.43,975000,13.5773,195,3498.28,-286.5860900878906,1,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_24_q1_seed456,975000,Hopper-v5,456
24.3473,196,3321.96,980000,11.8603,196,3486.81,-156.14453125,1,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_24_q1_seed456,980000,Hopper-v5,456
23.8607,197,3115.42,985000,10.9107,197,3458.06,-186.87939453125,1,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_24_q1_seed456,985000,Hopper-v5,456
24.3551,198,3285.35,990000,12.0704,198,3450.44,-226.54551696777344,1,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_24_q1_seed456,990000,Hopper-v5,456
24.6584,199,3000.01,995000,14.2591,199,3469.15,-257.65606689453125,1,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_24_q1_seed456,995000,Hopper-v5,456
37.7235,0,213.87,0,27.0222,0,212.44,-20.11882972717285,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,0,Hopper-v5,42
37.6143,1,242.43,5000,37.8877,1,245.84,-41.58665466308594,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,5000,Hopper-v5,42
34.9675,2,345.14,10000,34.965,2,382.48,-45.57601547241211,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,10000,Hopper-v5,42
33.6467,3,563.6,15000,29.0024,3,509.54,-65.41472625732422,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,15000,Hopper-v5,42
37.5061,4,235.51,20000,45.5966,4,221.82,-72.00129699707031,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,20000,Hopper-v5,42
34.0276,5,465.22,25000,34.1197,5,493.66,-75.53638458251953,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,25000,Hopper-v5,42
30.9328,6,1626.74,30000,20.6128,6,2386.78,-66.13449096679688,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,30000,Hopper-v5,42
33.946,7,652.9,35000,22.6693,7,645.98,-96.05484771728516,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,35000,Hopper-v5,42
32.2238,8,1073.34,40000,24.0785,8,1846.33,-96.65306854248048,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,40000,Hopper-v5,42
32.7243,9,1503.4,45000,27.3598,9,2905.72,-101.25775146484376,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,45000,Hopper-v5,42
31.6056,10,2890.23,50000,16.9108,10,2813.88,-84.1376953125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,50000,Hopper-v5,42
31.864,11,2975.33,55000,17.5884,11,2912.52,-79.5268325805664,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,55000,Hopper-v5,42
31.2161,12,2865.22,60000,15.2359,12,2841.89,-87.6202163696289,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,60000,Hopper-v5,42
31.4339,13,2802.02,65000,15.1137,13,2768.92,-92.35276794433594,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,65000,Hopper-v5,42
30.792,14,2837.28,70000,14.7162,14,2874.07,-102.37057495117188,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,70000,Hopper-v5,42
31.3249,15,2827.12,75000,16.3248,15,2864.19,-88.748291015625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,75000,Hopper-v5,42
31.3238,16,1946.18,80000,32.4884,16,3002.27,-111.39700317382812,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,80000,Hopper-v5,42
30.8577,17,2197.0,85000,16.7575,17,3070.29,-98.15995025634766,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,85000,Hopper-v5,42
31.7267,18,2045.48,90000,17.0418,18,1369.89,-114.77442932128906,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,90000,Hopper-v5,42
31.2768,19,3014.21,95000,17.6466,19,3161.14,-105.75969696044922,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,95000,Hopper-v5,42
31.2196,20,3096.56,100000,17.4003,20,3074.4,-108.5152359008789,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,100000,Hopper-v5,42
30.6228,21,3061.63,105000,16.8008,21,3031.38,-118.33975982666016,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,105000,Hopper-v5,42
31.0887,22,3070.79,110000,17.618,22,3057.4,-116.7842025756836,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,110000,Hopper-v5,42
30.368,23,3061.48,115000,16.3731,23,3063.48,-117.06288146972656,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,115000,Hopper-v5,42
31.2283,24,2728.72,120000,17.3932,24,3133.13,-119.23941802978516,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,120000,Hopper-v5,42
30.0492,25,3108.11,125000,15.6793,25,3120.18,-113.14984893798828,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,125000,Hopper-v5,42
30.506,26,2949.64,130000,15.9469,26,3096.94,-124.29602813720705,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,130000,Hopper-v5,42
30.9815,27,2551.12,135000,18.1599,27,3151.71,-125.7903289794922,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,135000,Hopper-v5,42
30.5069,28,3124.44,140000,15.8392,28,3165.21,-125.5083999633789,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,140000,Hopper-v5,42
30.8249,29,2929.61,145000,15.1992,29,3051.66,-127.7453155517578,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,145000,Hopper-v5,42
30.1389,30,2966.06,150000,15.3475,30,3157.34,-131.87948608398438,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,150000,Hopper-v5,42
31.098,31,2914.43,155000,18.1871,31,3112.49,-149.40672302246094,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,155000,Hopper-v5,42
30.9281,32,2455.54,160000,18.3541,32,3134.93,-176.30592346191406,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,160000,Hopper-v5,42
30.5019,33,1798.63,165000,25.329,33,2751.92,-194.61917114257807,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,165000,Hopper-v5,42
30.8207,34,1468.51,170000,34.6204,34,3130.75,-219.41554260253903,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,170000,Hopper-v5,42
30.9872,35,3095.97,175000,17.0712,35,3205.94,-156.43392944335938,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,175000,Hopper-v5,42
30.0975,36,3105.07,180000,17.182,36,3190.82,-165.37615966796875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,180000,Hopper-v5,42
30.7428,37,2911.6,185000,17.0683,37,3191.13,-169.50125122070312,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,185000,Hopper-v5,42
30.6369,38,3099.82,190000,16.6535,38,3200.86,-163.06529235839844,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,190000,Hopper-v5,42
30.4892,39,3087.23,195000,16.8987,39,3198.65,-168.81228637695312,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,195000,Hopper-v5,42
30.72,40,2765.1,200000,16.5522,40,3181.67,-172.31101989746094,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,200000,Hopper-v5,42
31.1975,41,3117.66,205000,17.376,41,3103.14,-173.6562042236328,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,205000,Hopper-v5,42
30.5603,42,3175.94,210000,17.1466,42,3174.27,-187.3295745849609,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,210000,Hopper-v5,42
30.5652,43,2963.5,215000,17.0942,43,3184.75,-193.8297271728516,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,215000,Hopper-v5,42
29.6004,44,3109.22,220000,15.9564,44,3160.13,-191.91558837890625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,220000,Hopper-v5,42
30.5931,45,2980.95,225000,16.9942,45,3153.1,-199.18429565429688,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,225000,Hopper-v5,42
30.6576,46,2361.08,230000,22.304,46,3140.69,-215.35232543945312,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,230000,Hopper-v5,42
29.8252,47,3002.44,235000,15.5657,47,3194.68,-186.87066650390625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,235000,Hopper-v5,42
29.8048,48,3040.77,240000,16.4791,48,3183.6,-201.90013122558597,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,240000,Hopper-v5,42
31.0325,49,1483.91,245000,31.4701,49,1523.22,-244.89894104003903,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,245000,Hopper-v5,42
29.4919,50,2932.17,250000,15.341,50,3210.35,-201.8582000732422,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,250000,Hopper-v5,42
29.3494,51,3114.67,255000,15.3494,51,3187.57,-199.68312072753903,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,255000,Hopper-v5,42
28.6846,52,3081.35,260000,14.1718,52,3203.02,-210.6379547119141,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,260000,Hopper-v5,42
29.5213,53,3168.16,265000,16.015,53,3200.39,-217.99758911132807,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,265000,Hopper-v5,42
28.975,54,3151.18,270000,14.4953,54,3148.18,-209.82940673828125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,270000,Hopper-v5,42
29.9098,55,1945.2,275000,17.6236,55,3161.59,-250.43394470214844,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,275000,Hopper-v5,42
29.3054,56,3186.1,280000,16.0295,56,3207.59,-227.98806762695312,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,280000,Hopper-v5,42
28.8993,57,2418.63,285000,33.5994,57,3209.63,-285.3498229980469,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,285000,Hopper-v5,42
29.3303,58,2676.86,290000,24.5347,58,3184.68,-263.2706298828125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,290000,Hopper-v5,42
28.7141,59,3179.07,295000,15.1035,59,3175.69,-230.0632476806641,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,295000,Hopper-v5,42
28.8746,60,2915.69,300000,17.3963,60,3214.48,-250.8572998046875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,300000,Hopper-v5,42
28.6403,61,2394.06,305000,24.9404,61,3236.69,-260.6850280761719,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,305000,Hopper-v5,42
28.0481,62,2895.86,310000,18.8308,62,3294.64,-262.9896850585937,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,310000,Hopper-v5,42
28.9095,63,2464.4,315000,31.8372,63,3144.0,-315.986572265625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,315000,Hopper-v5,42
28.4411,64,3235.12,320000,15.0277,64,3267.46,-241.2778167724609,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,320000,Hopper-v5,42
28.7721,65,2931.05,325000,19.5584,65,3214.39,-270.28790283203125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,325000,Hopper-v5,42
28.0696,66,3264.19,330000,15.3561,66,3240.9,-241.09423828125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,330000,Hopper-v5,42
29.4324,67,3198.13,335000,16.0388,67,3207.24,-273.8577880859375,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,335000,Hopper-v5,42
28.5184,68,3280.81,340000,15.7962,68,3268.36,-242.8203887939453,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,340000,Hopper-v5,42
28.0499,69,3307.47,345000,15.5212,69,3278.58,-241.99583435058597,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,345000,Hopper-v5,42
27.5044,70,3329.87,350000,15.0739,70,3306.76,-234.09164428710935,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,350000,Hopper-v5,42
28.4387,71,3182.03,355000,15.4273,71,3179.23,-273.42413330078125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,355000,Hopper-v5,42
27.4386,72,3325.09,360000,15.0725,72,3298.08,-240.44989013671875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,360000,Hopper-v5,42
27.0479,73,3265.81,365000,13.8856,73,3245.61,-247.6203155517578,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,365000,Hopper-v5,42
27.3637,74,3258.26,370000,14.5545,74,3230.5,-265.1116943359375,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,370000,Hopper-v5,42
27.7772,75,3318.84,375000,15.1746,75,3296.21,-253.201904296875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,375000,Hopper-v5,42
27.7804,76,3328.57,380000,15.141,76,3311.44,-258.20123291015625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,380000,Hopper-v5,42
26.5671,77,3332.05,385000,13.9327,77,3325.14,-226.5511779785156,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,385000,Hopper-v5,42
28.3106,78,3314.79,390000,15.4071,78,3250.47,-255.2371063232422,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,390000,Hopper-v5,42
27.2413,79,3363.16,395000,14.1664,79,3296.56,-221.76202392578125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,395000,Hopper-v5,42
27.565,80,3060.88,400000,14.9422,80,3329.48,-283.395751953125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,400000,Hopper-v5,42
27.4291,81,3283.14,405000,14.6188,81,3281.84,-280.7950134277344,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,405000,Hopper-v5,42
27.5967,82,3137.22,410000,14.3621,82,3264.44,-264.9325866699219,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,410000,Hopper-v5,42
27.2441,83,3287.61,415000,14.4537,83,3285.67,-274.0742492675781,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,415000,Hopper-v5,42
27.8272,84,3341.46,420000,15.5345,84,3319.71,-276.7366638183594,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,420000,Hopper-v5,42
27.5685,85,3395.18,425000,14.747,85,3360.54,-244.24864196777344,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,425000,Hopper-v5,42
27.4361,86,3413.05,430000,15.3035,86,3367.8,-261.16943359375,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,430000,Hopper-v5,42
27.8453,87,3336.43,435000,16.4056,87,3315.91,-301.8099670410156,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,435000,Hopper-v5,42
27.5794,88,2658.47,440000,14.9207,88,3319.69,-284.70294189453125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,440000,Hopper-v5,42
26.8714,89,3382.88,445000,14.5894,89,3351.9,-257.7308349609375,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,445000,Hopper-v5,42
25.9623,90,3327.74,450000,14.0517,90,3323.25,-284.46734619140625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,450000,Hopper-v5,42
27.5465,91,3302.74,455000,15.7147,91,3355.57,-274.88201904296875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,455000,Hopper-v5,42
27.0525,92,2707.78,460000,14.8121,92,3414.08,-252.43478393554688,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,460000,Hopper-v5,42
26.771,93,3373.21,465000,14.5876,93,3356.22,-268.50469970703125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,465000,Hopper-v5,42
27.7406,94,3370.81,470000,15.4217,94,3378.9,-275.469970703125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,470000,Hopper-v5,42
27.8439,95,3396.11,475000,15.431,95,3388.27,-277.84979248046875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,475000,Hopper-v5,42
26.0806,96,3115.19,480000,13.6797,96,3378.9,-250.79611206054688,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,480000,Hopper-v5,42
26.5883,97,3288.16,485000,14.2824,97,3369.3,-286.78448486328125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,485000,Hopper-v5,42
26.7761,98,3379.1,490000,14.4355,98,3385.78,-290.3828125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,490000,Hopper-v5,42
25.3435,99,3315.53,495000,13.3989,99,3411.81,-246.8244781494141,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,495000,Hopper-v5,42
26.475,100,3385.27,500000,14.6468,100,3382.32,-278.8619384765625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,500000,Hopper-v5,42
25.0172,101,3001.81,505000,12.7145,101,3408.83,-260.8574523925781,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,505000,Hopper-v5,42
25.6631,102,3349.06,510000,13.781,102,3365.57,-290.8828430175781,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,510000,Hopper-v5,42
26.2603,103,3400.34,515000,13.7267,103,3392.58,-224.8090057373047,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,515000,Hopper-v5,42
26.0067,104,3272.69,520000,13.7719,104,3414.2,-262.0372009277344,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,520000,Hopper-v5,42
25.7924,105,3396.18,525000,14.1007,105,3408.78,-261.87939453125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,525000,Hopper-v5,42
25.8035,106,3224.38,530000,13.9997,106,3430.64,-274.7989501953125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,530000,Hopper-v5,42
26.4294,107,3380.86,535000,14.6871,107,3394.61,-305.6749572753906,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,535000,Hopper-v5,42
25.709,108,3312.94,540000,14.3273,108,3444.85,-223.5827789306641,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,540000,Hopper-v5,42
24.9434,109,3083.83,545000,12.9123,109,3435.44,-267.1351318359375,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,545000,Hopper-v5,42
26.3585,110,3344.55,550000,14.3287,110,3426.11,-231.4629821777344,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,550000,Hopper-v5,42
25.3773,111,3451.14,555000,13.2915,111,3470.86,-196.00770568847656,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,555000,Hopper-v5,42
25.1883,112,3199.67,560000,13.1113,112,3401.46,-280.5591735839844,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,560000,Hopper-v5,42
25.2683,113,3420.5,565000,13.2974,113,3440.37,-222.90286254882807,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,565000,Hopper-v5,42
26.0677,114,3461.0,570000,14.5291,114,3451.01,-203.314208984375,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,570000,Hopper-v5,42
25.1546,115,3115.4,575000,16.3781,115,3457.36,-228.26861572265625,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,575000,Hopper-v5,42
25.4842,116,3213.83,580000,18.7492,116,3470.09,-284.79180908203125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,580000,Hopper-v5,42
25.6342,117,3355.83,585000,14.0567,117,3388.42,-309.5364074707031,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,585000,Hopper-v5,42
25.4362,118,3357.64,590000,13.8782,118,3462.26,-254.3687286376953,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,590000,Hopper-v5,42
25.5155,119,3442.24,595000,13.4655,119,3453.81,-200.77220153808597,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,595000,Hopper-v5,42
25.3754,120,3469.87,600000,13.7282,120,3474.52,-227.3970489501953,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,600000,Hopper-v5,42
25.675,121,3419.33,605000,13.922,121,3440.08,-282.8216247558594,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,605000,Hopper-v5,42
26.3425,122,3471.09,610000,14.6209,122,3458.41,-271.3924560546875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,610000,Hopper-v5,42
26.0251,123,3403.85,615000,14.5084,123,3418.02,-265.895263671875,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,615000,Hopper-v5,42
25.2166,124,3380.19,620000,13.5004,124,3443.97,-274.973876953125,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,620000,Hopper-v5,42
25.694,125,3124.18,625000,14.4426,125,3488.08,-266.4167175292969,4,,logs/Hopper-v5/exp-16/maxentirl_dynamic_clipping/2025_01_05_09_15_26_q4_seed42,625000,Hopper-v5,42
