Running Env Steps,Real Det Return,Itration,Running Forward KL,Running Update Time,Real Sto Return,Reward Loss,Running Reverse KL,q,clip,folder,episode,environment,seed
965000,3522.77,193,12.7792,193,3443.43,-169.20358276367188,11.7334,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_10_q4_seed456_qstd50.0,965000,Hopper-v5,456
970000,3496.02,194,12.656,194,3462.38,-156.45089721679688,11.9101,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_10_q4_seed456_qstd50.0,970000,Hopper-v5,456
975000,3525.32,195,11.8047,195,3498.52,-156.63516235351562,11.1991,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_10_q4_seed456_qstd50.0,975000,Hopper-v5,456
980000,3512.68,196,12.2868,196,3483.62,-158.36605834960938,11.506,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_10_q4_seed456_qstd50.0,980000,Hopper-v5,456
985000,3498.61,197,11.8979,197,3457.24,-167.27569580078125,10.5875,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_10_q4_seed456_qstd50.0,985000,Hopper-v5,456
990000,3511.39,198,12.4816,198,3439.65,-171.21017456054688,11.4275,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_10_q4_seed456_qstd50.0,990000,Hopper-v5,456
995000,3470.92,199,12.9478,199,3427.5,-161.67396545410156,12.6528,4,50.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_10_q4_seed456_qstd50.0,995000,Hopper-v5,456
0,197.28,0,27.4066,0,200.2,53.06157302856445,20.603,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,0,Hopper-v5,123
5000,245.58,1,25.9434,1,247.37,49.443946838378906,19.0851,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,5000,Hopper-v5,123
10000,248.58,2,23.7167,2,249.14,71.86283874511719,17.622,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,10000,Hopper-v5,123
15000,333.39,3,23.3676,3,324.21,60.23674774169922,16.9359,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,15000,Hopper-v5,123
20000,375.57,4,23.3188,4,374.01,21.326026916503903,14.5205,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,20000,Hopper-v5,123
25000,348.11,5,24.3204,5,346.56,12.767538070678713,17.5148,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,25000,Hopper-v5,123
30000,375.79,6,22.7662,6,333.52,-3.0375866889953613,17.0808,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,30000,Hopper-v5,123
35000,404.08,7,23.3794,7,397.77,41.6035270690918,15.5987,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,35000,Hopper-v5,123
40000,437.73,8,20.4436,8,432.45,10.510906219482422,25.1163,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,40000,Hopper-v5,123
45000,440.8,9,21.2024,9,440.04,15.438101768493652,28.2286,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,45000,Hopper-v5,123
50000,526.94,10,21.4348,10,511.97,16.76211166381836,22.8573,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,50000,Hopper-v5,123
55000,581.82,11,21.8027,11,539.01,15.072202682495115,16.5839,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,55000,Hopper-v5,123
60000,636.18,12,21.59,12,642.48,66.08317565917969,20.6545,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,60000,Hopper-v5,123
65000,660.71,13,21.3209,13,578.57,27.41859436035156,14.4069,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,65000,Hopper-v5,123
70000,673.7,14,22.0197,14,620.85,3.886310338973999,16.0797,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,70000,Hopper-v5,123
75000,658.91,15,22.0799,15,563.07,15.485960006713867,19.613,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,75000,Hopper-v5,123
80000,865.96,16,20.9115,16,758.23,27.504858016967773,25.1832,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,80000,Hopper-v5,123
85000,624.33,17,20.894,17,900.74,-18.23357963562012,53.1691,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,85000,Hopper-v5,123
90000,859.79,18,21.3466,18,831.44,-34.969482421875,31.7706,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,90000,Hopper-v5,123
95000,1000.2,19,19.1208,19,901.06,-49.30344009399414,25.1937,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,95000,Hopper-v5,123
100000,872.97,20,21.162,20,790.53,-49.251564025878906,40.2018,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,100000,Hopper-v5,123
105000,1000.03,21,20.9836,21,934.56,-61.27953338623047,23.4509,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,105000,Hopper-v5,123
110000,1101.61,22,20.8045,22,932.7,-59.27033615112305,28.1195,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,110000,Hopper-v5,123
115000,1054.5,23,20.0124,23,837.31,-66.20295715332031,31.2153,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,115000,Hopper-v5,123
120000,1279.36,24,20.2201,24,919.16,-80.80960083007812,31.8072,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,120000,Hopper-v5,123
125000,773.86,25,20.2144,25,763.67,-89.18932342529297,49.8497,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,125000,Hopper-v5,123
130000,942.02,26,19.7936,26,904.16,-98.86166381835938,26.058,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,130000,Hopper-v5,123
135000,836.62,27,20.5676,27,857.97,-109.36044311523438,36.6967,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,135000,Hopper-v5,123
140000,915.45,28,20.4856,28,870.85,-108.10486602783205,22.7192,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,140000,Hopper-v5,123
145000,1435.08,29,19.8065,29,1189.21,-123.16678619384766,31.9363,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,145000,Hopper-v5,123
150000,1848.32,30,19.6177,30,1120.75,-131.6143341064453,23.2553,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,150000,Hopper-v5,123
155000,1174.05,31,19.4104,31,953.78,-145.35653686523438,21.4848,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,155000,Hopper-v5,123
160000,3081.03,32,20.851,32,1561.7,-98.80599212646484,18.8517,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,160000,Hopper-v5,123
165000,3047.12,33,20.2415,33,1316.53,-142.61048889160156,25.1666,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,165000,Hopper-v5,123
170000,3146.63,34,19.8477,34,1901.61,-117.79510498046876,18.1553,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,170000,Hopper-v5,123
175000,3275.59,35,20.4559,35,1608.06,-137.8750762939453,17.3713,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,175000,Hopper-v5,123
180000,850.49,36,20.1303,36,852.49,-185.0534820556641,22.4058,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,180000,Hopper-v5,123
185000,950.72,37,20.4243,37,1036.48,-183.54425048828125,23.0285,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,185000,Hopper-v5,123
190000,2526.28,38,19.9306,38,1438.56,-175.9228973388672,19.3827,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,190000,Hopper-v5,123
195000,834.89,39,20.5924,39,1069.84,-198.61314392089844,18.9918,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,195000,Hopper-v5,123
200000,3223.73,40,20.3719,40,1772.9,-182.5019989013672,19.3641,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,200000,Hopper-v5,123
205000,2350.49,41,20.0748,41,1390.51,-164.86334228515625,18.081,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,205000,Hopper-v5,123
210000,3217.76,42,20.0779,42,1887.93,-165.6118927001953,17.3355,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,210000,Hopper-v5,123
215000,1562.85,43,20.3135,43,1616.99,-186.28155517578125,21.4239,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,215000,Hopper-v5,123
220000,1885.52,44,19.1401,44,1880.63,-153.61993408203125,18.2117,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,220000,Hopper-v5,123
225000,2424.15,45,20.0485,45,1849.19,-172.99618530273438,24.9844,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,225000,Hopper-v5,123
230000,1681.13,46,20.4375,46,1397.3,-187.5731658935547,22.1183,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,230000,Hopper-v5,123
235000,3243.84,47,19.7184,47,1939.71,-166.36639404296875,25.0641,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,235000,Hopper-v5,123
240000,3132.02,48,19.8686,48,1532.78,-186.91819763183597,19.3732,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,240000,Hopper-v5,123
245000,3055.46,49,20.021,49,1750.25,-177.9981231689453,20.5374,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,245000,Hopper-v5,123
250000,2914.28,50,19.6722,50,2068.75,-188.21829223632807,21.4452,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,250000,Hopper-v5,123
255000,2682.95,51,20.9009,51,1742.52,-227.02975463867188,22.2751,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,255000,Hopper-v5,123
260000,3188.85,52,20.587,52,2010.45,-227.28500366210935,22.8402,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,260000,Hopper-v5,123
265000,3242.58,53,20.1353,53,2092.19,-220.36422729492188,20.4247,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,265000,Hopper-v5,123
270000,3200.01,54,20.2479,54,1642.82,-257.1490478515625,32.5238,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,270000,Hopper-v5,123
275000,3317.25,55,19.9942,55,1994.72,-195.5958251953125,17.13,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,275000,Hopper-v5,123
280000,1166.96,56,20.4753,56,1454.73,-256.3050537109375,18.7512,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,280000,Hopper-v5,123
285000,3101.58,57,20.1677,57,1803.89,-215.654052734375,19.1901,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,285000,Hopper-v5,123
290000,2815.47,58,19.9033,58,2318.81,-191.98092651367188,17.0286,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,290000,Hopper-v5,123
295000,3272.85,59,19.9703,59,2509.6,-255.9274444580078,26.8394,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,295000,Hopper-v5,123
300000,3202.88,60,20.167,60,2261.69,-247.6123504638672,20.8719,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,300000,Hopper-v5,123
305000,3274.18,61,20.3716,61,2369.01,-214.00711059570312,22.7044,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,305000,Hopper-v5,123
310000,3274.76,62,19.6059,62,2758.32,-197.11492919921875,17.5116,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,310000,Hopper-v5,123
315000,3267.5,63,20.5279,63,2878.16,-174.84005737304688,18.8535,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,315000,Hopper-v5,123
320000,3258.29,64,20.4365,64,3104.39,-177.98158264160156,20.8816,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,320000,Hopper-v5,123
325000,3254.62,65,20.1708,65,2852.96,-175.1649627685547,20.3156,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,325000,Hopper-v5,123
330000,3244.25,66,19.9951,66,2994.58,-187.8896484375,19.5803,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,330000,Hopper-v5,123
335000,3273.64,67,19.3562,67,2353.59,-251.1595458984375,23.8351,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,335000,Hopper-v5,123
340000,3150.7,68,19.5083,68,1952.57,-239.16796875,33.1935,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,340000,Hopper-v5,123
345000,3142.31,69,20.6979,69,3165.01,-176.0419158935547,18.5284,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,345000,Hopper-v5,123
350000,3214.67,70,20.1824,70,3245.52,-187.2935943603516,18.738,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,350000,Hopper-v5,123
355000,3189.94,71,19.605,71,2162.23,-275.55047607421875,14.8926,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,355000,Hopper-v5,123
360000,3270.23,72,19.9218,72,2893.18,-240.27877807617188,19.3276,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,360000,Hopper-v5,123
365000,3276.38,73,19.059,73,2767.05,-259.89752197265625,14.2581,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,365000,Hopper-v5,123
370000,3284.81,74,19.4145,74,2554.76,-285.7301025390625,14.8042,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,370000,Hopper-v5,123
375000,3268.81,75,19.5716,75,2507.77,-298.66290283203125,15.9777,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,375000,Hopper-v5,123
380000,3278.47,76,20.2708,76,2672.6,-306.125,18.5662,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,380000,Hopper-v5,123
385000,3275.01,77,19.9734,77,2891.89,-262.3089904785156,18.9233,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,385000,Hopper-v5,123
390000,3265.43,78,19.7804,78,3213.39,-233.60467529296875,18.5696,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,390000,Hopper-v5,123
395000,3282.84,79,19.7745,79,2883.88,-289.78497314453125,16.8802,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,395000,Hopper-v5,123
400000,3278.7,80,20.2004,80,3054.02,-246.5884552001953,18.8869,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,400000,Hopper-v5,123
405000,3253.77,81,19.3,81,3037.29,-235.8321533203125,18.8386,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,405000,Hopper-v5,123
410000,3271.6,82,19.9177,82,3126.34,-233.42892456054688,18.5111,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,410000,Hopper-v5,123
415000,3264.32,83,19.8752,83,3149.85,-247.06349182128903,18.6604,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,415000,Hopper-v5,123
420000,3253.3,84,19.9929,84,3056.49,-226.72998046875,18.6941,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,420000,Hopper-v5,123
425000,3276.11,85,19.4355,85,2278.04,-282.1976318359375,21.1455,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,425000,Hopper-v5,123
430000,3282.01,86,19.6654,86,2806.24,-296.7010803222656,17.7118,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,430000,Hopper-v5,123
435000,3271.22,87,20.4526,87,3248.16,-251.61227416992188,18.6741,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,435000,Hopper-v5,123
440000,3293.42,88,19.3569,88,2651.15,-320.5087280273437,23.3392,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,440000,Hopper-v5,123
445000,3274.03,89,19.6491,89,2517.82,-317.293701171875,23.8052,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,445000,Hopper-v5,123
450000,3284.08,90,20.0507,90,3012.8,-279.787109375,19.0115,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,450000,Hopper-v5,123
455000,3255.26,91,20.8669,91,3239.73,-263.844970703125,19.8268,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,455000,Hopper-v5,123
460000,3256.91,92,19.2617,92,3060.2,-280.6156616210937,16.9661,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,460000,Hopper-v5,123
465000,3262.95,93,20.0457,93,3220.4,-289.63739013671875,17.5172,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,465000,Hopper-v5,123
470000,3269.3,94,20.2092,94,3230.79,-278.05181884765625,19.3293,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,470000,Hopper-v5,123
475000,3268.93,95,20.7217,95,3210.1,-284.439453125,19.1734,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,475000,Hopper-v5,123
480000,3272.43,96,19.7042,96,3050.38,-310.658935546875,17.3185,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,480000,Hopper-v5,123
485000,3230.21,97,20.1881,97,3234.15,-290.8046264648437,18.9872,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,485000,Hopper-v5,123
490000,3223.16,98,20.0856,98,3158.12,-283.3793640136719,17.996,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,490000,Hopper-v5,123
495000,3267.4,99,19.658,99,2929.28,-315.4939270019531,17.7497,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,495000,Hopper-v5,123
500000,3276.51,100,19.8245,100,3093.93,-353.8130798339844,18.1616,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,500000,Hopper-v5,123
505000,3264.08,101,20.8692,101,3244.37,-302.9666442871094,19.2522,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,505000,Hopper-v5,123
510000,3273.61,102,19.6346,102,3023.62,-318.6159362792969,17.6575,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,510000,Hopper-v5,123
515000,3244.93,103,20.4101,103,3236.66,-321.584716796875,19.3528,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,515000,Hopper-v5,123
520000,3253.36,104,19.753,104,3148.51,-317.510009765625,18.0744,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,520000,Hopper-v5,123
525000,3255.78,105,20.2166,105,3099.22,-326.78961181640625,18.8472,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,525000,Hopper-v5,123
530000,3241.61,106,20.6436,106,3242.96,-324.8472900390625,19.1903,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,530000,Hopper-v5,123
535000,3251.74,107,20.3518,107,3242.68,-333.0545959472656,18.0206,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,535000,Hopper-v5,123
540000,3227.73,108,20.2575,108,3250.58,-317.6214294433594,18.4197,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,540000,Hopper-v5,123
545000,3283.68,109,19.9671,109,3160.6,-351.7012939453125,18.8491,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,545000,Hopper-v5,123
550000,3231.68,110,20.0975,110,3235.67,-335.9942932128906,17.7933,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,550000,Hopper-v5,123
555000,3270.29,111,20.3715,111,3259.54,-360.0724182128906,18.6216,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,555000,Hopper-v5,123
560000,3281.68,112,19.9816,112,3186.02,-352.341552734375,18.7738,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,560000,Hopper-v5,123
565000,3253.55,113,20.0376,113,3273.2,-352.0521545410156,18.6555,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,565000,Hopper-v5,123
570000,3205.18,114,20.1418,114,3198.93,-352.3126220703125,17.8185,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,570000,Hopper-v5,123
575000,3239.42,115,19.7062,115,3244.37,-350.7913513183594,18.5382,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,575000,Hopper-v5,123
580000,3241.26,116,19.7231,116,3271.33,-360.5761413574219,18.5307,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,580000,Hopper-v5,123
585000,3213.68,117,20.0042,117,3232.78,-366.7163696289063,18.2819,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,585000,Hopper-v5,123
590000,3277.88,118,19.9788,118,3090.23,-361.0450134277344,17.6669,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,590000,Hopper-v5,123
595000,3220.25,119,20.1364,119,3226.19,-377.70361328125,18.6586,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,595000,Hopper-v5,123
600000,3208.2,120,19.8687,120,3227.82,-370.9132080078125,18.4258,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,600000,Hopper-v5,123
605000,3284.19,121,19.5993,121,3181.83,-378.7138366699219,18.0776,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,605000,Hopper-v5,123
610000,3212.16,122,20.6107,122,3226.21,-400.6965637207031,18.3965,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,610000,Hopper-v5,123
615000,3207.39,123,20.4199,123,3226.14,-401.5910339355469,18.11,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,615000,Hopper-v5,123
620000,3235.2,124,19.3537,124,3041.17,-402.4818115234375,18.2182,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,620000,Hopper-v5,123
625000,3247.82,125,19.843,125,3243.56,-401.0632629394531,18.3049,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,625000,Hopper-v5,123
630000,3221.1,126,19.8219,126,3228.71,-410.69476318359375,17.7133,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,630000,Hopper-v5,123
635000,3237.55,127,19.8823,127,3261.21,-404.5651550292969,18.2231,4,1.0,logs/Hopper-v5/exp-1/maxentirl/2025_01_22_18_28_06_q4_seed123_qstd1.0,635000,Hopper-v5,123
